--------- beginning of system
01-30 13:43:53.871   772   772 W wificond: Scheduled scan is not running!
01-30 13:51:32.414  1089  1190 I chatty  : uid=1000(system) ActivityManager expire 28 lines
01-30 13:51:32.489  1089  2340 I chatty  : uid=1000(system) Binder:1089_1D expire 1 line
01-30 13:51:32.501  1089  1859 I chatty  : uid=1000(system) Binder:1089_8 expire 4 lines
01-30 13:51:32.511  1089  1404 I chatty  : uid=1000(system) ConnectivitySer expire 2 lines
01-30 13:51:32.522  1089  1875 I chatty  : uid=1000(system) Binder:1089_9 expire 1 line
01-30 13:51:32.523  1089  2719 I chatty  : uid=1000(system) Binder:1089_1E expire 1 line
01-30 13:51:33.792  1089  1189 I chatty  : uid=1000(system) ActivityManager expire 1 line
01-30 13:51:34.758  1089  1177 I chatty  : uid=1000(system) android.fg expire 2 lines
01-30 13:51:45.361  1089  1859 I chatty  : uid=1000(system) Binder:1089_8 expire 1 line
01-30 13:51:48.509  1089  1641 I chatty  : uid=1000(system) Binder:1089_19 expire 1 line
01-30 13:51:49.011  1089  1222 I chatty  : uid=1000(system) PackageManager expire 38 lines
01-30 13:51:49.376  1089  1189 I chatty  : uid=1000(system) ActivityManager expire 7 lines
01-30 13:51:49.379  1089  1190 I chatty  : uid=1000(system) ActivityManager expire 9 lines
01-30 13:51:50.255  1089  2340 I chatty  : uid=1000(system) Binder:1089_1D expire 3 lines
01-30 13:51:50.310  1089  1677 I chatty  : uid=1000(system) Binder:1089_6 expire 4 lines
01-30 13:51:52.624  1089   382 I chatty  : uid=1000(system) Binder:1089_15 expire 3 lines
01-30 13:51:53.625  1089  1189 I chatty  : uid=1000(system) ActivityManager expire 1 line
01-30 13:51:56.578  1089  1190 I chatty  : uid=1000(system) ActivityManager expire 21 lines
01-30 13:51:58.407  1089  1404 I chatty  : uid=1000(system) ConnectivitySer expire 3 lines
01-30 13:51:59.261  1089  1178 I chatty  : uid=1000(system) android.ui expire 6 lines
01-30 13:52:01.310  1089  2340 I chatty  : uid=1000(system) Binder:1089_1D expire 8 lines
01-30 13:52:01.310  1089  1859 I chatty  : uid=1000(system) Binder:1089_8 expire 2 lines
01-30 13:52:02.963  1089  1089 I chatty  : uid=1000(system) Binder:1089_3 expire 6 lines
01-30 13:52:10.733   395  1691 W SocketClient: write error (Broken pipe)
01-30 13:52:11.856  1089  1177 I chatty  : uid=1000(system) android.fg expire 1 line
01-30 13:52:19.091  1089  1875 I chatty  : uid=1000(system) Binder:1089_9 expire 22 lines
01-30 13:52:20.817  1089  1189 I chatty  : uid=1000(system) ActivityManager expire 8 lines
01-30 13:52:20.997  1089  1859 I chatty  : uid=1000(system) Binder:1089_8 expire 2 lines
01-30 13:52:21.070  1729  1824 E ActivityThread: Failed to find provider info for com.google.android.gsf.gservices
01-30 13:52:21.096  1089  1190 I chatty  : uid=1000(system) ActivityManager expire 20 lines
01-30 13:52:30.800  1089   382 I chatty  : uid=1000(system) Binder:1089_15 expire 1 line
01-30 13:52:33.313  1089  1404 I chatty  : uid=1000(system) ConnectivitySer expire 2 lines
01-30 13:52:33.987  3295  3423 W ActivityThread: ClassLoader.getResources: The class loader returned by Thread.getContextClassLoader() may fail for processes that host multiple applications. You should explicitly specify a context class loader. For example: Thread.setContextClassLoader(getClass().getClassLoader());
01-30 13:52:40.816  1089  1222 I chatty  : uid=1000(system) PackageManager expire 6 lines
01-30 13:52:40.934  1089  1089 I chatty  : uid=1000(system) Binder:1089_3 expire 1 line
01-30 13:52:40.935  1089  1190 I chatty  : uid=1000(system) ActivityManager expire 7 lines
01-30 13:52:41.104  1089  1178 I chatty  : uid=1000(system) android.ui expire 2 lines
01-30 13:52:41.356  1089  1875 I chatty  : uid=1000(system) Binder:1089_9 expire 1 line
01-30 13:52:41.364  1089  1189 I chatty  : uid=1000(system) ActivityManager expire 12 lines
01-30 13:52:41.375  1089  1089 I chatty  : uid=1000(system) Binder:1089_3 expire 18 lines
01-30 13:52:41.537  1089  1190 I chatty  : uid=1000(system) ActivityManager expire 19 lines
01-30 13:52:42.090  1089  4042 I chatty  : uid=1000(system) Binder:1089_12 expire 2 lines
01-30 13:52:42.183  1089  1178 I chatty  : uid=1000(system) android.ui expire 2 lines
01-30 13:52:42.969  1089  1641 I chatty  : uid=1000(system) Binder:1089_19 expire 6 lines
01-30 13:52:43.057  1089  1177 I chatty  : uid=1000(system) android.fg expire 5 lines
01-30 13:52:46.701  1089  1677 I chatty  : uid=1000(system) Binder:1089_6 expire 1 line
01-30 13:52:47.311  1089  1311 I chatty  : uid=1000(system) Binder:1089_5 expire 1 line
01-30 13:52:48.192  1089  1189 I chatty  : uid=1000(system) ActivityManager expire 1 line
01-30 13:52:48.194  1089  1190 I chatty  : uid=1000(system) ActivityManager expire 28 lines
01-30 13:52:48.295  1089  1177 I chatty  : uid=1000(system) android.fg expire 2 lines
01-30 13:52:48.469  1089  1089 I chatty  : uid=1000(system) Binder:1089_3 expire 9 lines
01-30 13:52:48.616  1089  1544 I chatty  : uid=1000(system) Binder:1089_18 expire 1 line
01-30 13:52:48.687  1089   387 I chatty  : uid=1000(system) Binder:1089_16 expire 1 line
01-30 13:52:51.390  1089  3547 I chatty  : uid=1000(system) Binder:1089_E expire 1 line
01-30 13:52:51.520  1089  4042 I chatty  : uid=1000(system) Binder:1089_12 expire 2 lines
01-30 13:52:51.779  1089  1205 I chatty  : uid=1000(system) batterystats-wo expire 1 line
01-30 13:52:52.109  1089  1178 I chatty  : uid=1000(system) android.ui expire 7 lines
01-30 13:52:53.899  1089  4020 I chatty  : uid=1000(system) Binder:1089_11 expire 4 lines
01-30 13:52:57.094  1089  1404 I chatty  : uid=1000(system) ConnectivitySer expire 4 lines
01-30 13:52:57.195  1089  1310 I chatty  : uid=1000(system) Binder:1089_4 expire 6 lines
01-30 13:52:57.196  1089   382 I chatty  : uid=1000(system) Binder:1089_15 expire 1 line
01-30 13:53:02.191  1089  1994 I chatty  : uid=1000(system) Binder:1089_1A expire 1 line
01-30 13:53:02.196  1089  4086 I chatty  : uid=1000(system) Binder:1089_14 expire 2 lines
01-30 13:53:02.336  1089  1190 I chatty  : uid=1000(system) ActivityManager expire 39 lines
01-30 13:53:02.510  1089  1994 I chatty  : uid=1000(system) Binder:1089_1A expire 6 lines
01-30 13:53:03.140  1089  1150 I chatty  : uid=1000(system) Binder:1089_2 expire 3 lines
01-30 13:53:05.343  1089  1404 I chatty  : uid=1000(system) ConnectivitySer expire 7 lines
01-30 13:53:05.553  1089  1178 I chatty  : uid=1000(system) android.ui expire 1 line
01-30 13:53:07.401  1089  3547 I chatty  : uid=1000(system) Binder:1089_E expire 4 lines
01-30 13:53:08.195  1089   387 I chatty  : uid=1000(system) Binder:1089_16 expire 1 line
01-30 13:53:10.238  1089  1859 I chatty  : uid=1000(system) Binder:1089_8 expire 7 lines
01-30 13:53:10.987  1089  2453 I chatty  : uid=1000(system) Binder:1089_B expire 3 lines
01-30 13:53:12.293  1089  2719 I chatty  : uid=1000(system) Binder:1089_1E expire 2 lines
01-30 13:53:21.581  1089  1190 I chatty  : uid=1000(system) ActivityManager expire 17 lines
01-30 13:53:22.791  1089  1189 I chatty  : uid=1000(system) ActivityManager expire 2 lines
01-30 13:53:23.479  1089  1994 I chatty  : uid=1000(system) Binder:1089_1A expire 1 line
01-30 13:53:23.586  1089  2453 I chatty  : uid=1000(system) Binder:1089_B expire 4 lines
01-30 13:53:24.101  1089  4086 I chatty  : uid=1000(system) Binder:1089_14 expire 4 lines
01-30 13:53:27.197  1089  1188 I chatty  : uid=1000(system) android.bg expire 20 lines
01-30 13:53:27.199  1089  1089 I chatty  : uid=1000(system) Binder:1089_3 expire 16 lines
01-30 13:53:27.538  1089  1641 I chatty  : uid=1000(system) Binder:1089_19 expire 13 lines
01-30 13:53:27.543  1089  2719 I chatty  : uid=1000(system) Binder:1089_1E expire 3 lines
01-30 13:53:29.218  1089  1188 I chatty  : uid=1000(system) android.bg expire 30 lines
01-30 13:53:29.219  1089  1089 I chatty  : uid=1000(system) Binder:1089_3 expire 16 lines
01-30 13:53:29.311  1089  1148 I chatty  : uid=1000(system) Binder:1089_1 expire 13 lines
01-30 13:53:29.346  1089  1190 I chatty  : uid=1000(system) ActivityManager expire 7 lines
01-30 13:53:30.465  1089  1188 I chatty  : uid=1000(system) android.bg expire 24 lines
01-30 13:53:30.480  1089  1089 I chatty  : uid=1000(system) Binder:1089_3 expire 19 lines
01-30 13:53:30.576  1089  2339 I chatty  : uid=1000(system) Binder:1089_1C expire 16 lines
01-30 13:53:30.605  1089  1875 I chatty  : uid=1000(system) Binder:1089_9 expire 12 lines
01-30 13:53:31.804  1089  3501 I chatty  : uid=1000(system) Binder:1089_20 expire 2 lines
01-30 13:53:31.805  1089  1190 I chatty  : uid=1000(system) ActivityManager expire 15 lines
01-30 13:53:32.788  1089  1148 I chatty  : uid=1000(system) Binder:1089_1 expire 12 lines
01-30 13:53:32.789  1089  1188 I chatty  : uid=1000(system) android.bg expire 32 lines
01-30 13:53:32.819  1089  1089 I chatty  : uid=1000(system) Binder:1089_3 expire 9 lines
01-30 13:53:32.863  1089  1677 I chatty  : uid=1000(system) Binder:1089_6 expire 18 lines
01-30 13:53:34.142  1089  1188 I chatty  : uid=1000(system) android.bg expire 12 lines
01-30 13:53:34.151  1089  1089 I chatty  : uid=1000(system) Binder:1089_3 expire 9 lines
01-30 13:53:34.300  1089  2339 I chatty  : uid=1000(system) Binder:1089_1C expire 2 lines
01-30 13:53:34.556  1089  1190 I chatty  : uid=1000(system) ActivityManager expire 21 lines
01-30 13:53:36.540  1089  1311 I chatty  : uid=1000(system) Binder:1089_5 expire 2 lines
01-30 13:53:36.902  1089  1178 I chatty  : uid=1000(system) android.ui expire 1 line
01-30 13:53:37.021  1089  4077 I chatty  : uid=1000(system) Binder:1089_13 expire 1 line
01-30 13:53:37.029  1089  2333 I chatty  : uid=1000(system) Binder:1089_1B expire 2 lines
01-30 13:53:37.599  1089  2340 I chatty  : uid=1000(system) Binder:1089_1D expire 5 lines
01-30 13:53:40.110  1089  1310 I chatty  : uid=1000(system) Binder:1089_4 expire 1 line
01-30 13:53:40.219  1089  2719 I chatty  : uid=1000(system) Binder:1089_1E expire 4 lines
01-30 13:53:40.230  1089  1188 I chatty  : uid=1000(system) android.bg expire 30 lines
01-30 13:53:40.248  1089  1089 I chatty  : uid=1000(system) Binder:1089_3 expire 24 lines
01-30 13:53:40.483  1089  2340 I chatty  : uid=1000(system) Binder:1089_1D expire 12 lines
01-30 13:53:40.584  1089  1310 I chatty  : uid=1000(system) Binder:1089_4 expire 8 lines
01-30 13:53:40.639  1089  2719 I chatty  : uid=1000(system) Binder:1089_1E expire 19 lines
01-30 13:53:41.047  1089  1189 I chatty  : uid=1000(system) ActivityManager expire 1 line
01-30 13:53:41.048  1089  1190 I chatty  : uid=1000(system) ActivityManager expire 4 lines
01-30 13:53:41.436  1089  2340 I chatty  : uid=1000(system) Binder:1089_1D expire 2 lines
01-30 13:53:41.439  1089  1188 I chatty  : uid=1000(system) android.bg expire 25 lines
01-30 13:53:41.451  1089  1089 I chatty  : uid=1000(system) Binder:1089_3 expire 28 lines
01-30 13:53:41.669  1089  1188 I chatty  : uid=1000(system) android.bg expire 29 lines
01-30 13:53:41.699  1089  2719 I chatty  : uid=1000(system) Binder:1089_1E expire 9 lines
01-30 13:53:41.702  1089  1310 I chatty  : uid=1000(system) Binder:1089_4 expire 3 lines
01-30 13:53:42.554  1089  2339 I chatty  : uid=1000(system) Binder:1089_1C expire 1 line
01-30 13:53:43.006  1089  4077 I chatty  : uid=1000(system) Binder:1089_13 expire 2 lines
01-30 13:53:43.282  1089  1148 I chatty  : uid=1000(system) Binder:1089_1 expire 11 lines
01-30 13:53:43.352  1089  1089 I chatty  : uid=1000(system) Binder:1089_3 expire 16 lines
01-30 13:53:43.368  1089  4077 I chatty  : uid=1000(system) Binder:1089_13 expire 14 lines
01-30 13:53:43.970  1089  2339 I chatty  : uid=1000(system) Binder:1089_1C expire 2 lines
01-30 13:53:43.972  1089  1188 I chatty  : uid=1000(system) android.bg expire 20 lines
01-30 13:53:44.044  1089  1189 I chatty  : uid=1000(system) ActivityManager expire 2 lines
01-30 13:53:44.060  1089  1190 I chatty  : uid=1000(system) ActivityManager expire 7 lines
01-30 13:53:44.068  1089  4077 I chatty  : uid=1000(system) Binder:1089_13 expire 1 line
01-30 13:53:44.250  1089  1859 I chatty  : uid=1000(system) Binder:1089_8 expire 2 lines
01-30 13:53:44.252  1089  1188 I chatty  : uid=1000(system) android.bg expire 34 lines
01-30 13:53:44.262  1089  1089 I chatty  : uid=1000(system) Binder:1089_3 expire 12 lines
01-30 13:53:44.302  1089  2339 I chatty  : uid=1000(system) Binder:1089_1C expire 15 lines
01-30 13:53:44.367  1089  3480 I chatty  : uid=1000(system) AsyncTask #29 expire 1 line
01-30 13:53:44.623  1089  1188 I chatty  : uid=1000(system) android.bg expire 19 lines
01-30 13:53:44.634  1089  1089 I chatty  : uid=1000(system) Binder:1089_3 expire 10 lines
01-30 13:53:44.674  1089  2339 I chatty  : uid=1000(system) Binder:1089_1C expire 16 lines
01-30 13:53:44.815  1089  1311 I chatty  : uid=1000(system) Binder:1089_5 expire 1 line
01-30 13:53:44.884  1089  4077 I chatty  : uid=1000(system) Binder:1089_13 expire 1 line
01-30 13:53:44.885  1089  1190 I chatty  : uid=1000(system) ActivityManager expire 14 lines
01-30 13:53:44.983  1089  1188 I chatty  : uid=1000(system) android.bg expire 10 lines
01-30 13:53:45.061  1089  1089 I chatty  : uid=1000(system) Binder:1089_3 expire 17 lines
01-30 13:53:45.122  1089  1859 I chatty  : uid=1000(system) Binder:1089_8 expire 12 lines
01-30 13:53:45.134  1089  1310 I chatty  : uid=1000(system) Binder:1089_4 expire 2 lines
01-30 13:53:45.339  1089  4077 I chatty  : uid=1000(system) Binder:1089_13 expire 3 lines
01-30 13:53:45.356  1089  1189 I chatty  : uid=1000(system) ActivityManager expire 1 line
01-30 13:53:48.583  1089  3390 I chatty  : uid=1000(system) Binder:1089_D expire 11 lines
01-30 13:53:48.620  1089  1188 I chatty  : uid=1000(system) android.bg expire 11 lines
01-30 13:53:48.631  1089  1089 I chatty  : uid=1000(system) Binder:1089_3 expire 9 lines
01-30 13:53:48.753  1089  1859 I chatty  : uid=1000(system) Binder:1089_8 expire 4 lines
01-30 13:53:49.652  1089  1310 I chatty  : uid=1000(system) Binder:1089_4 expire 4 lines
01-30 13:53:49.737  1089  1148 I chatty  : uid=1000(system) Binder:1089_1 expire 1 line
01-30 13:53:49.753  1089  1190 I chatty  : uid=1000(system) ActivityManager expire 46 lines
01-30 13:53:52.422  1089   382 I chatty  : uid=1000(system) Binder:1089_15 expire 2 lines
01-30 13:53:52.549  1089  1310 I chatty  : uid=1000(system) Binder:1089_4 expire 4 lines
01-30 13:53:52.578  1089  1189 I chatty  : uid=1000(system) ActivityManager expire 2 lines
01-30 13:53:54.302  1089  1148 I chatty  : uid=1000(system) Binder:1089_1 expire 3 lines
01-30 13:53:57.074  1089  1677 I chatty  : uid=1000(system) Binder:1089_6 expire 1 line
01-30 13:53:57.544  1089  3501 I chatty  : uid=1000(system) Binder:1089_20 expire 3 lines
01-30 13:53:59.249  1089  1641 I chatty  : uid=1000(system) Binder:1089_19 expire 3 lines
01-30 13:54:00.503  1089  2339 I chatty  : uid=1000(system) Binder:1089_1C expire 1 line
01-30 13:54:00.806  1089  1190 I chatty  : uid=1000(system) ActivityManager expire 28 lines
01-30 13:54:01.004  1089  2719 I chatty  : uid=1000(system) Binder:1089_1E expire 6 lines
01-30 13:54:01.542  1089  3501 I chatty  : uid=1000(system) Binder:1089_20 expire 9 lines
01-30 13:54:02.043  1089  1875 I chatty  : uid=1000(system) Binder:1089_9 expire 1 line
01-30 13:54:02.373  1089  1189 I chatty  : uid=1000(system) ActivityManager expire 3 lines
01-30 13:54:04.720  1089  1677 I chatty  : uid=1000(system) Binder:1089_6 expire 1 line
01-30 13:54:09.952  1089  1404 I chatty  : uid=1000(system) ConnectivitySer expire 2 lines
01-30 13:54:10.074  1089  3501 I chatty  : uid=1000(system) Binder:1089_20 expire 7 lines
01-30 13:54:10.359  1089  1190 I chatty  : uid=1000(system) ActivityManager expire 29 lines
01-30 13:54:10.470  1089  1677 I chatty  : uid=1000(system) Binder:1089_6 expire 2 lines
01-30 13:54:10.865  1089  2719 I chatty  : uid=1000(system) Binder:1089_1E expire 1 line
01-30 13:54:10.908  1089  2339 I chatty  : uid=1000(system) Binder:1089_1C expire 2 lines
01-30 13:54:11.774  1089  1189 I chatty  : uid=1000(system) ActivityManager expire 4 lines
01-30 13:54:11.960  1089  3916 I chatty  : uid=1000(system) Binder:1089_10 expire 4 lines
01-30 13:54:17.062  1089  3501 I chatty  : uid=1000(system) Binder:1089_20 expire 6 lines
01-30 13:54:17.065  1089  1404 I chatty  : uid=1000(system) ConnectivitySer expire 6 lines
01-30 13:54:17.493  1089  1859 I chatty  : uid=1000(system) Binder:1089_8 expire 1 line
01-30 13:54:17.495  1089  1677 I chatty  : uid=1000(system) Binder:1089_6 expire 1 line
01-30 13:54:26.703  1089  1875 I chatty  : uid=1000(system) Binder:1089_9 expire 1 line
01-30 13:54:26.705  1089  4020 I chatty  : uid=1000(system) Binder:1089_11 expire 4 lines
01-30 13:54:26.960  1089  1190 I chatty  : uid=1000(system) ActivityManager expire 21 lines
01-30 13:54:34.133  1089   382 I chatty  : uid=1000(system) Binder:1089_15 expire 4 lines
01-30 13:54:34.353  1089  2719 I chatty  : uid=1000(system) Binder:1089_1E expire 1 line
01-30 13:54:34.781  1089  1189 I chatty  : uid=1000(system) ActivityManager expire 3 lines
01-30 13:54:35.836  1089  1190 I chatty  : uid=1000(system) ActivityManager expire 25 lines
01-30 13:54:37.211  1089   382 I chatty  : uid=1000(system) Binder:1089_15 expire 1 line
01-30 13:54:37.215  1089  1404 I chatty  : uid=1000(system) ConnectivitySer expire 3 lines
01-30 13:54:37.672  1089  4020 I chatty  : uid=1000(system) Binder:1089_11 expire 2 lines
01-30 13:54:38.195  1089  1875 I chatty  : uid=1000(system) Binder:1089_9 expire 2 lines
01-30 13:54:38.201  1089  1089 I chatty  : uid=1000(system) Binder:1089_3 expire 9 lines
01-30 13:54:39.407  1089  2333 I chatty  : uid=1000(system) Binder:1089_1B expire 3 lines
01-30 13:54:43.309  1089  1311 I chatty  : uid=1000(system) Binder:1089_5 expire 1 line
01-30 13:54:43.541  1089  3501 I chatty  : uid=1000(system) Binder:1089_20 expire 1 line
01-30 13:54:47.943  1089  1677 I chatty  : uid=1000(system) Binder:1089_6 expire 1 line
01-30 13:54:47.951  1089  1404 I chatty  : uid=1000(system) ConnectivitySer expire 6 lines
01-30 13:54:48.389  1089  1311 I chatty  : uid=1000(system) Binder:1089_5 expire 2 lines
01-30 13:54:48.390  1089  1190 I chatty  : uid=1000(system) ActivityManager expire 24 lines
01-30 13:54:50.269  1089  3501 I chatty  : uid=1000(system) Binder:1089_20 expire 4 lines
01-30 13:54:52.037  1089  1875 I chatty  : uid=1000(system) Binder:1089_9 expire 3 lines
01-30 13:54:55.626  1089  1189 I chatty  : uid=1000(system) ActivityManager expire 1 line
01-30 13:54:55.781  2670  2716 V PackageManager: [a0ee07a9-4713-45d3-b184-3682d320d029] Phase1 called; posting
01-30 13:54:55.792  2670  2716 V PackageManager: [f7f8ffcb-e55b-4947-b41c-275e3d25fba0] Phase1 called; posting
01-30 13:54:55.800  2670  2670 D PackageManager: [a0ee07a9-4713-45d3-b184-3682d320d029] Phase1 request; prefix: [-2130968576, -2046439424, -1752731648, -1552310272, -1357967360, -1194070016, -1095585792, -985993216, -247500800, 382812160, 739917824, 868229120, 869330944, 1151447040, 1366925312, 1509953536], userId: 0
